membership:pair_set_id	pair_id
TSCA1213	JNT109-Tumor-SM-D184I_NA_TN
TSCA1213	JNT109-Tumor-SM-D184I_NA_TP
TSCA1213	JNT110-Tumor-SM-D184J_NA_TN
TSCA1213	JNT110-Tumor-SM-D184J_NA_TP
TSCA1213	JNT111-Tumor-SM-D184K_NA_TN
TSCA1213	JNT111-Tumor-SM-D184K_NA_TP
TSCA1213	JNT112-Tumor-SM-D184L_NA_TN
TSCA1213	JNT112-Tumor-SM-D184L_NA_TP
TSCA1213	JNT113-Tumor-SM-D184M_NA_TN
TSCA1213	JNT113-Tumor-SM-D184M_NA_TP
TSCA1213	JNT114-Tumor-SM-D184N_NA_TN
TSCA1213	JNT114-Tumor-SM-D184N_NA_TP
TSCA1213	JNT115-Tumor-SM-D184O_NA_TN
TSCA1213	JNT115-Tumor-SM-D184O_NA_TP
TSCA1213	JNT116-Tumor-SM-D184P_NA_TN
TSCA1213	JNT116-Tumor-SM-D184P_NA_TP
TSCA1213	JNT117-Tumor-SM-D184Q_NA_TN
TSCA1213	JNT117-Tumor-SM-D184Q_NA_TP
TSCA1213	JNT118-Tumor-SM-D184R_NA_TN
TSCA1213	JNT118-Tumor-SM-D184R_NA_TP
TSCA1213	JNT119-Tumor-SM-D184S_NA_TN
TSCA1213	JNT119-Tumor-SM-D184S_NA_TP
TSCA1213	JNT120-Tumor-SM-D184T_NA_TN
TSCA1213	JNT120-Tumor-SM-D184T_NA_TP
TSCA1213	JNT121-Tumor-SM-D184U_NA_TN
TSCA1213	JNT121-Tumor-SM-D184U_NA_TP
TSCA1213	JNT122-Tumor-SM-D184V_NA_TN
TSCA1213	JNT122-Tumor-SM-D184V_NA_TP
TSCA1213	JNT123-Tumor-SM-D184W_NA_TN
TSCA1213	JNT123-Tumor-SM-D184W_NA_TP
TSCA1213	JNT124-Tumor-SM-D184X_NA_TN
TSCA1213	JNT124-Tumor-SM-D184X_NA_TP
TSCA1213	JNT125-Tumor-SM-D184Y_NA_TN
TSCA1213	JNT125-Tumor-SM-D184Y_NA_TP
TSCA1213	JNT126-Tumor-SM-D184Z_NA_TN
TSCA1213	JNT126-Tumor-SM-D184Z_NA_TP
TSCA1213	JNT127-Tumor-SM-D1851_NA_TN
TSCA1213	JNT127-Tumor-SM-D1851_NA_TP
TSCA1213	JNT128-Tumor-SM-D1852_NA_TN
TSCA1213	JNT128-Tumor-SM-D1852_NA_TP
TSCA1213	JNT129-Tumor-SM-D1853_NA_TN
TSCA1213	JNT129-Tumor-SM-D1853_NA_TP
TSCA1213	JNT130-Tumor-SM-D1854_NA_TN
TSCA1213	JNT130-Tumor-SM-D1854_NA_TP
TSCA1213	JNT131-Tumor-SM-D1855_NA_TN
TSCA1213	JNT131-Tumor-SM-D1855_NA_TP
TSCA1213	JNT132-Tumor-SM-D1856_NA_TN
TSCA1213	JNT132-Tumor-SM-D1856_NA_TP
TSCA1213	JNT133-Tumor-SM-D1857_NA_TN
TSCA1213	JNT133-Tumor-SM-D1857_NA_TP
TSCA1213	JNT134-Tumor-SM-D1858_NA_TN
TSCA1213	JNT134-Tumor-SM-D1858_NA_TP
TSCA1213	JNT135-Tumor-SM-D1859_NA_TN
TSCA1213	JNT135-Tumor-SM-D1859_NA_TP
TSCA1213	JNT136-Tumor-SM-D185A_NA_TN
TSCA1213	JNT136-Tumor-SM-D185A_NA_TP
TSCA1213	JNT137-Tumor-SM-D185B_NA_TN
TSCA1213	JNT137-Tumor-SM-D185B_NA_TP
TSCA1213	JNT138-Tumor-SM-D185C_NA_TN
TSCA1213	JNT138-Tumor-SM-D185C_NA_TP
TSCA1213	JNT49-Tumor-SM-D182S_NA_TN
TSCA1213	JNT49-Tumor-SM-D182S_NA_TP
TSCA1213	JNT50-Tumor-SM-D182T_NA_TN
TSCA1213	JNT50-Tumor-SM-D182T_NA_TP
TSCA1213	JNT51-Tumor-SM-D182U_NA_TN
TSCA1213	JNT51-Tumor-SM-D182U_NA_TP
TSCA1213	JNT52-Tumor-SM-D182V_NA_TN
TSCA1213	JNT52-Tumor-SM-D182V_NA_TP
TSCA1213	JNT53-Tumor-SM-D182W_NA_TN
TSCA1213	JNT53-Tumor-SM-D182W_NA_TP
TSCA1213	JNT54-Tumor-SM-D182X_NA_TN
TSCA1213	JNT54-Tumor-SM-D182X_NA_TP
TSCA1213	JNT55-Tumor-SM-D182Y_NA_TN
TSCA1213	JNT55-Tumor-SM-D182Y_NA_TP
TSCA1213	JNT56-Tumor-SM-D182Z_NA_TN
TSCA1213	JNT56-Tumor-SM-D182Z_NA_TP
TSCA1213	JNT57-Tumor-SM-D1831_NA_TN
TSCA1213	JNT57-Tumor-SM-D1831_NA_TP
TSCA1213	JNT58-Tumor-SM-D1832_NA_TN
TSCA1213	JNT58-Tumor-SM-D1832_NA_TP
TSCA1213	JNT59-Tumor-SM-D1833_NA_TN
TSCA1213	JNT59-Tumor-SM-D1833_NA_TP
TSCA1213	JNT60-Tumor-SM-D1834_NA_TN
TSCA1213	JNT60-Tumor-SM-D1834_NA_TP
TSCA1213	JNT61-Tumor-SM-D1835_NA_TN
TSCA1213	JNT61-Tumor-SM-D1835_NA_TP
TSCA1213	JNT62-Tumor-SM-D1836_NA_TN
TSCA1213	JNT62-Tumor-SM-D1836_NA_TP
TSCA1213	JNT63-Tumor-SM-D1837_NA_TN
TSCA1213	JNT63-Tumor-SM-D1837_NA_TP
TSCA1213	JNT64-Tumor-SM-D1838_NA_TN
TSCA1213	JNT64-Tumor-SM-D1838_NA_TP
TSCA1213	JNT65-Tumor-SM-D1839_NA_TN
TSCA1213	JNT65-Tumor-SM-D1839_NA_TP
TSCA1213	JNT66-Tumor-SM-D183A_NA_TN
TSCA1213	JNT66-Tumor-SM-D183A_NA_TP
TSCA1213	JNT67-Tumor-SM-D183B_NA_TN
TSCA1213	JNT67-Tumor-SM-D183B_NA_TP
TSCA1213	JNT68-Tumor-SM-D183C_NA_TN
TSCA1213	JNT68-Tumor-SM-D183C_NA_TP
TSCA1213	JNT69-Tumor-SM-D183D_NA_TN
TSCA1213	JNT69-Tumor-SM-D183D_NA_TP
TSCA1213	JNT70-Tumor-SM-D183E_NA_TN
TSCA1213	JNT70-Tumor-SM-D183E_NA_TP
TSCA1213	JNT71-Tumor-SM-D183F_NA_TN
TSCA1213	JNT71-Tumor-SM-D183F_NA_TP
TSCA1213	JNT72-Tumor-SM-D183G_NA_TN
TSCA1213	JNT72-Tumor-SM-D183G_NA_TP
TSCA1213	JNT73-Tumor-SM-D183H_NA_TN
TSCA1213	JNT73-Tumor-SM-D183H_NA_TP
TSCA1213	JNT74-Tumor-SM-D183I_NA_TN
TSCA1213	JNT74-Tumor-SM-D183I_NA_TP
TSCA1213	JNT75-Tumor-SM-D183J_NA_TN
TSCA1213	JNT75-Tumor-SM-D183J_NA_TP
TSCA1213	JNT76-Tumor-SM-D183K_NA_TN
TSCA1213	JNT76-Tumor-SM-D183K_NA_TP
TSCA1213	JNT77-Tumor-SM-D183L_NA_TN
TSCA1213	JNT77-Tumor-SM-D183L_NA_TP
TSCA1213	JNT78-Tumor-SM-D183M_NA_TN
TSCA1213	JNT78-Tumor-SM-D183M_NA_TP
TSCA1213	JNT79-Tumor-SM-D183N_NA_TN
TSCA1213	JNT79-Tumor-SM-D183N_NA_TP
TSCA1213	JNT80-Tumor-SM-D183O_NA_TN
TSCA1213	JNT80-Tumor-SM-D183O_NA_TP
TSCA1213	JNT81-Tumor-SM-D183P_NA_TN
TSCA1213	JNT81-Tumor-SM-D183P_NA_TP
TSCA1213	JNT82-Tumor-SM-D183Q_NA_TN
TSCA1213	JNT82-Tumor-SM-D183Q_NA_TP
TSCA1213	JNT83-Tumor-SM-D183R_NA_TN
TSCA1213	JNT83-Tumor-SM-D183R_NA_TP
TSCA1213	JNT84-Tumor-SM-D183S_NA_TN
TSCA1213	JNT84-Tumor-SM-D183S_NA_TP
TSCA1213	JNT85-Tumor-SM-D183T_NA_TN
TSCA1213	JNT85-Tumor-SM-D183T_NA_TP
TSCA1213	JNT86-Tumor-SM-D183U_NA_TN
TSCA1213	JNT86-Tumor-SM-D183U_NA_TP
TSCA1213	JNT87-Tumor-SM-D183V_NA_TN
TSCA1213	JNT87-Tumor-SM-D183V_NA_TP
TSCA1213	JNT88-Tumor-SM-D183W_NA_TN
TSCA1213	JNT88-Tumor-SM-D183W_NA_TP
TSCA1213	JNT89-Tumor-SM-D183X_NA_TN
TSCA1213	JNT89-Tumor-SM-D183X_NA_TP
TSCA1213	JNT90-Tumor-SM-D183Y_NA_TN
TSCA1213	JNT90-Tumor-SM-D183Y_NA_TP
TSCA1213	JNT91-Tumor-SM-D183Z_NA_TN
TSCA1213	JNT91-Tumor-SM-D183Z_NA_TP
TSCA1213	JNT92-Tumor-SM-D1841_NA_TN
TSCA1213	JNT92-Tumor-SM-D1841_NA_TP
TSCA1213	JNT93-Tumor-SM-D1842_NA_TN
TSCA1213	JNT93-Tumor-SM-D1842_NA_TP
TSCA1213	JNT94-Tumor-SM-D1843_NA_TN
TSCA1213	JNT94-Tumor-SM-D1843_NA_TP
TSCA1213	JNT95-Tumor-SM-D1844_NA_TN
TSCA1213	JNT95-Tumor-SM-D1844_NA_TP
TSCA1213	JNT96-Tumor-SM-D1845_NA_TN
TSCA1213	JNT96-Tumor-SM-D1845_NA_TP
TSCA1213	JNT97-Tumor-SM-D1846_NA_TN
TSCA1213	JNT97-Tumor-SM-D1846_NA_TP
TSCA1213	JNT98-Tumor-SM-D1847_NA_TN
TSCA1213	JNT98-Tumor-SM-D1847_NA_TP
TSCA1213	JNT99-Tumor-SM-D1848_NA_TN
TSCA1213	JNT99-Tumor-SM-D1848_NA_TP
TSCA1213	MB1-Tumor-SM-D4L33_NA_TN
TSCA1213	MB1-Tumor-SM-D4L33_NA_TP
TSCA1213	OACM51-Tumor-SM-D4L3P_NA_TN
TSCA1213	OACM51-Tumor-SM-D4L3P_NA_TP
TSCA1213	OCIC5x-Tumor-SM-D4L2S_NA_TN
TSCA1213	OCIC5x-Tumor-SM-D4L2S_NA_TP
TSCA1213	OCIP8p-Tumor-SM-D4L4C_NA_TN
TSCA1213	OCIP8p-Tumor-SM-D4L4C_NA_TP
TSCA1213	OV17R-Tumor-SM-D4L24_NA_TN
TSCA1213	OV17R-Tumor-SM-D4L24_NA_TP
TSCA1213	PACADD165-Tumor-SM-D4L2R_NA_TN
TSCA1213	PACADD165-Tumor-SM-D4L2R_NA_TP
TSCA1213	PACADD183-Tumor-SM-D4L2F_NA_TN
TSCA1213	PACADD183-Tumor-SM-D4L2F_NA_TP
TSCA1213	PEDS071-Tumor-SM-D4L2A_NA_TN
TSCA1213	PEDS071-Tumor-SM-D4L2A_NA_TP
TSCA1213	PEDS153-Tumor-SM-D4L39_PEDS153-Normal-SM-D4L1X_TN
TSCA1213	PEDS153-Tumor-SM-D4L39_NA_TP
TSCA1213	PEDS153-Tumor-SM-D4L3G_PEDS153-Normal-SM-DB2IU_TN
TSCA1213	PEDS153-Tumor-SM-D4L3G_NA_TP
TSCA1213	PEDS163-Tumor-SM-D4L3U_NA_TN
TSCA1213	PEDS163-Tumor-SM-D4L3U_NA_TP
TSCA1213	PEDS163-Tumor-SM-D4L36_NA_TN
TSCA1213	PEDS163-Tumor-SM-D4L36_NA_TP
TSCA1213	PEDS165-Tumor-SM-D4L2U_PEDS165-Normal-SM-D4L3J_TN
TSCA1213	PEDS165-Tumor-SM-D4L2U_NA_TP
TSCA1213	PEDS165-Tumor-SM-D4L29_PEDS165-Normal-SM-D4L3J_TN
TSCA1213	PEDS165-Tumor-SM-D4L29_NA_TP
TSCA1213	PEDS165-Tumor-SM-D4L1U_PEDS165-Normal-SM-D4L3J_TN
TSCA1213	PEDS165-Tumor-SM-D4L1U_NA_TP
TSCA1213	PEDS165-Tumor-SM-D4L43_PEDS165-Normal-SM-D4L3J_TN
TSCA1213	PEDS165-Tumor-SM-D4L43_NA_TP
TSCA1213	PEDS166-Tumor-SM-D4L2O_PEDS166-Normal-SM-DB2I5_TN
TSCA1213	PEDS166-Tumor-SM-D4L2O_NA_TP
TSCA1213	PEDS167-Tumor-SM-D4L31_PEDS167-Normal-SM-D4L3M_TN
TSCA1213	PEDS167-Tumor-SM-D4L31_PEDS167-Normal-SM-D4L3M_TP
TSCA1213	PEDS168-Tumor-SM-D4L2K_PEDS168-Normal-SM-D4L28_TN
TSCA1213	PEDS168-Tumor-SM-D4L2K_NA_TP
TSCA1213	PEDS174-Tumor-SM-D4L3K_NA_TN
TSCA1213	PEDS174-Tumor-SM-D4L3K_NA_TP
TSCA1213	PEDS174-Tumor-SM-D4L3N_NA_TN
TSCA1213	PEDS174-Tumor-SM-D4L3N_NA_TP
TSCA1213	PEDS176-Tumor-SM-D4L2T_PEDS176-Normal-SM-DB2J8_TN
TSCA1213	PEDS176-Tumor-SM-D4L2T_PEDS176-Normal-SM-D4L2I_TP
TSCA1213	PEDS185-Tumor-SM-D4L2N_PEDS185-Normal-SM-D4L2Y_TN
TSCA1213	PEDS185-Tumor-SM-D4L2N_PEDS185-Normal-SM-D4L2Y_TP
TSCA1213	PEDS186-Tumor-SM-D4L4A_NA_TN
TSCA1213	PEDS186-Tumor-SM-D4L4A_NA_TP
TSCA1213	PEDS187-Tumor-SM-D4L22_PEDS187-Normal-SM-E7S1S_TN
TSCA1213	PEDS187-Tumor-SM-D4L22_NA_TP
TSCA1213	PM748-Tumor-SM-D4L3S_NA_TN
TSCA1213	PM748-Tumor-SM-D4L3S_NA_TP
TSCA1213	SW13-Tumor-SM-CNN4R_NA_TN
TSCA1213	SW13-Tumor-SM-CNN4R_NA_TP
TSCA1213	SW756-Tumor-SM-D4L23_NA_TN
TSCA1213	SW756-Tumor-SM-D4L23_NA_TP
TSCA1213	SW954-Tumor-SM-D4L3F_NA_TN
TSCA1213	SW954-Tumor-SM-D4L3F_NA_TP
TSCA1213	UMUC9-Tumor-SM-CNN38_NA_TN
TSCA1213	UMUC9-Tumor-SM-CNN38_NA_TP
TSCA14	AB035-Tumor-SM-DB3R5_NA_TN
TSCA14	AB035-Tumor-SM-DB3R5_NA_TP
TSCA14	AB055-Tumor-SM-DB2IN_NA_TN
TSCA14	AB055-Tumor-SM-DB2IN_NA_TP
TSCA14	AB056-Tumor-SM-DB2JY_AB056-Normal-SM-DB2JM_TN
TSCA14	AB056-Tumor-SM-DB2JY_AB056-Normal-SM-DB2JM_TP
TSCA14	AB057-Tumor-SM-DB3R2_NA_TN
TSCA14	AB057-Tumor-SM-DB3R2_NA_TP
TSCA14	BT1009-Tumor-SM-DB2HZ_NA_TN
TSCA14	BT1009-Tumor-SM-DB2HZ_NA_TP
TSCA14	BT1010-Tumor-SM-DB2K1_NA_TN
TSCA14	BT1010-Tumor-SM-DB2K1_NA_TP
TSCA14	BT1011-Tumor-SM-DB2HX_NA_TN
TSCA14	BT1011-Tumor-SM-DB2HX_NA_TP
TSCA14	BT1012-Tumor-SM-DB2IA_NA_TN
TSCA14	BT1012-Tumor-SM-DB2IA_NA_TP
TSCA14	BT1015-Tumor-SM-DB2IM_NA_TN
TSCA14	BT1015-Tumor-SM-DB2IM_NA_TP
TSCA14	BT1016-Tumor-SM-DB2IY_NA_TN
TSCA14	BT1016-Tumor-SM-DB2IY_NA_TP
TSCA14	BT1018-Tumor-SM-DB2IX_NA_TN
TSCA14	BT1018-Tumor-SM-DB2IX_NA_TP
TSCA14	BT1019-Tumor-SM-DB2JB_NA_TN
TSCA14	BT1019-Tumor-SM-DB2JB_NA_TP
TSCA14	BT1022-Tumor-SM-DB2JE_NA_TN
TSCA14	BT1022-Tumor-SM-DB2JE_NA_TP
TSCA14	BT1023-Tumor-SM-DB2J2_NA_TN
TSCA14	BT1023-Tumor-SM-DB2J2_NA_TP
TSCA14	BT924-Tumor-SM-DB2JA_NA_TN
TSCA14	BT924-Tumor-SM-DB2JA_NA_TP
TSCA14	BT924-Tumor-SM-DB2ID_NA_TN
TSCA14	BT924-Tumor-SM-DB2ID_NA_TP
TSCA14	BT953-Tumor-SM-DB2K2_NA_TN
TSCA14	BT953-Tumor-SM-DB2K2_NA_TP
TSCA14	BT961-Tumor-SM-DB2I9_NA_TN
TSCA14	BT961-Tumor-SM-DB2I9_NA_TP
TSCA14	BT987-Tumor-SM-DB2IL_NA_TN
TSCA14	BT987-Tumor-SM-DB2IL_NA_TP
TSCA14	CO001-Tumor-SM-DB2JH_NA_TN
TSCA14	CO001-Tumor-SM-DB2JH_CO001-Tumor-SM-D4L3V_TP
TSCA14	CO002-Tumor-SM-DB2KH_NA_TN
TSCA14	CO002-Tumor-SM-DB2KH_CO002-Tumor-SM-D4L47_TP
TSCA14	CO003-Tumor-SM-DB2J5_NA_TN
TSCA14	CO003-Tumor-SM-DB2J5_CO003-Tumor-SM-D4L1Y_TP
TSCA14	CO005-Tumor-SM-DB2IS_NA_TN
TSCA14	CO005-Tumor-SM-DB2IS_CO005-Tumor-SM-D4L2P_TP
TSCA14	CO007-Tumor-SM-DB2IG_NA_TN
TSCA14	CO007-Tumor-SM-DB2IG_CO007-Tumor-SM-D4L49_TP
TSCA14	CO008-Tumor-SM-DB2I4_NA_TN
TSCA14	CO008-Tumor-SM-DB2I4_CO008-Tumor-SM-DB3R8_TP
TSCA14	CO008-Tumor-SM-DB3R8_NA_TN
TSCA14	CO008-Tumor-SM-DB3R8_NA_TP
TSCA14	CY011-Tumor-SM-DB2IB_NA_TN
TSCA14	CY011-Tumor-SM-DB2IB_NA_TP
TSCA14	DW019-Tumor-SM-DB2KG_NA_TN
TSCA14	DW019-Tumor-SM-DB2KG_NA_TP
TSCA14	DW020-Tumor-SM-DB2IK_NA_TN
TSCA14	DW020-Tumor-SM-DB2IK_NA_TP
TSCA14	DW036-Tumor-SM-DB2K4_NA_TN
TSCA14	DW036-Tumor-SM-DB2K4_NA_TP
TSCA14	DW038-Tumor-SM-DB2I3_NA_TN
TSCA14	DW038-Tumor-SM-DB2I3_NA_TP
TSCA14	EH017-Tumor-SM-DB2JO_NA_TN
TSCA14	EH017-Tumor-SM-DB2JO_NA_TP
TSCA14	EH018-Tumor-SM-DB3R1_NA_TN
TSCA14	EH018-Tumor-SM-DB3R1_NA_TP
TSCA14	EH019-Tumor-SM-DB3RA_EH019-Normal-SM-DB2J3_TN
TSCA14	EH019-Tumor-SM-DB3RA_EH019-Normal-SM-DB2J3_TP
TSCA14	EH020-Tumor-SM-DB3R4_EH020-Normal-SM-DB2IQ_TN
TSCA14	EH020-Tumor-SM-DB3R4_EH020-Normal-SM-DB2IQ_TP
TSCA14	HG001-Tumor-SM-DB2I2_NA_TN
TSCA14	HG001-Tumor-SM-DB2I2_HG001-Tumor-SM-DHZ5L_TP
TSCA14	HG002-Tumor-SM-DB2IP_NA_TN
TSCA14	HG002-Tumor-SM-DB2IP_HG002-Tumor-SM-DHZ4W_TP
TSCA14	HG002-Tumor-SM-DB2JZ_NA_TN
TSCA14	HG002-Tumor-SM-DB2JZ_HG002-Tumor-SM-DHZ4W_TP
TSCA14	JL56-Tumor-SM-DB2HT_NA_TN
TSCA14	JL56-Tumor-SM-DB2HT_NA_TP
TSCA14	JL57-Tumor-SM-DB2K7_JL57-Normal-SM-DNULJ_TN
TSCA14	JL57-Tumor-SM-DB2K7_NA_TP
TSCA14	JL58-Tumor-SM-DB2J7_JL58-Normal-SM-DNUN8_TN
TSCA14	JL58-Tumor-SM-DB2J7_JL58-Normal-SM-D4L4B_TP
TSCA14	JL58-Tumor-SM-DB2K8_JL58-Normal-SM-DB2JJ_TN
TSCA14	JL58-Tumor-SM-DB2K8_JL58-Tumor-SM-D4L32_TP
TSCA14	JL60-Tumor-SM-DB2JU_NA_TN
TSCA14	JL60-Tumor-SM-DB2JU_NA_TP
TSCA14	JL61-Tumor-SM-DB2IT_JL61-Normal-SM-DB2JI_TN
TSCA14	JL61-Tumor-SM-DB2IT_JL61-Normal-SM-DB2JI_TP
TSCA14	LAN6-Tumor-SM-DB2K5_NA_TN
TSCA14	LAN6-Tumor-SM-DB2K5_NA_TP
TSCA14	NCIH2135H2135-Tumor-SM-DB2JG_NA_TN
TSCA14	NCIH2135H2135-Tumor-SM-DB2JG_NA_TP
TSCA14	NCIH847H847-Tumor-SM-DB2J4_NA_TN
TSCA14	NCIH847H847-Tumor-SM-DB2J4_NA_TP
TSCA14	OCIP5x-Tumor-SM-DB2JS_NA_TN
TSCA14	OCIP5x-Tumor-SM-DB2JS_NA_TP
TSCA14	PEDS145-Tumor-SM-DB2JV_NA_TN
