membership:pair_set_id	pair_id
TSCA22_TN	CCLF_PEDS1045-Tumor-SM-GL7MB_NA_TN
TSCA22_TN	CCLF_PEDS1045-Tumor-SM-GL7LM_NA_TN
TSCA22_TN	CCLF_PEDS1041-Tumor-SM-GL7NZ_NA_TN
TSCA22_TN	CCLF_PEDS1041-Tumor-SM-GL7LZ_NA_TN
TSCA22_TN	CCLF_PEDS1047-Tumor-SM-GL7MZ_CCLF_PEDS1047-Normal-SM-GL7NO_TN
TSCA22_TN	CCLF_PEDS1048-Tumor-SM-GL7LN_NA_TN
TSCA22_TN	CCLF_PEDS1049-Tumor-SM-GL7LX_NA_TN
TSCA22_TN	CCLF_RCRF1010-Tumor-SM-GL7MX_NA_TN
TSCA22_TN	CCLF_RCRF1010-Tumor-SM-GL7NA_NA_TN
TSCA22_TN	CCLF_RCRF1012-Tumor-SM-GL7MH_CCLF_RCRF1012-Normal-SM-GBJAN_TN
TSCA22_TN	CCLF_RCRF1013-Tumor-SM-GL7LW_NA_TN
TSCA22_TN	CCLF_RCRF1013-Tumor-SM-GL7M1_NA_TN
TSCA22_TN	CCLF_RCRF1013-Tumor-SM-GL7ML_NA_TN
TSCA22_TN	CCLF_RCRF1013-Tumor-SM-GL7M9_NA_TN
TSCA22_TN	CCLF_RCRF1014-Tumor-SM-GL7NI_CCLF_RCRF1014-Normal-SM-GBJ94_TN
TSCA22_TN	CCLF_RCRF1014-Tumor-SM-GL7LJ_CCLF_RCRF1014-Normal-SM-GBJ94_TN
TSCA22_TN	CCLF_RCRF1015-Tumor-SM-GL7N5_CCLF_RCRF1015-Normal-SM-GBJ9Z_TN
TSCA22_TN	CCLF_RCRF1015-Tumor-SM-GL7N6_CCLF_RCRF1015-Normal-SM-GBJ9Z_TN
TSCA22_TN	CCLF_RCRF1015-Tumor-SM-GL7LS_CCLF_RCRF1015-Normal-SM-GBJ9Z_TN
TSCA22_TN	CCLF_RCRF1018-Tumor-SM-GL7LH_CCLF_RCRF1018-Normal-SM-GL7LT_TN
TSCA22_TN	CCLF_SS1008-Tumor-SM-GL7MC_CCLF_SS1008-Normal-SM-F29SL_TN
TSCA22_TN	CCLF_SS1009-Tumor-SM-GL7NQ_CCLF_SS1009-Normal-SM-F29SO_TN
TSCA22_TN	CY014-Tumor-SM-GL7ME_NA_TN
TSCA22_TN	CY018-Tumor-SM-GL7N4_NA_TN
TSCA22_TN	CY018-Tumor-SM-GL7M2_NA_TN
TSCA22_TN	CY020-Tumor-SM-GL7LR_NA_TN
TSCA22_TN	CY020-Tumor-SM-GL7NG_NA_TN
TSCA22_TN	CY021-Tumor-SM-GL7MD_NA_TN
TSCA22_TN	EH031-Tumor-SM-GL7NX_NA_TN
TSCA22_TN	EH032-Tumor-SM-GL7LK_NA_TN
TSCA22_TN	EW012-Tumor-SM-GL7NM_NA_TN
TSCA22_TN	HG018-Tumor-SM-GL7NY_NA_TN
TSCA22_TN	HG018-Tumor-SM-GL7MK_NA_TN
TSCA22_TN	CCLF_RCRF1014-Tumor-SM-GL7MT_CCLF_RCRF1014-Normal-SM-GBJ94_TN
TSCA22_TN	TC011-Tumor-SM-GL7NS_NA_TN
TSCA22_TN	TC011-Tumor-SM-GL7M5_NA_TN
TSCA22_TN	TC013-Tumor-SM-GL7NU_NA_TN
